institute,date,party,votes
emnid,2018-07-07,Sonstige,0.06
emnid,2018-07-07,Linke.PDS,NA
emnid,2018-07-07,LINKE,0.09
emnid,2018-07-07,PIRATEN,NA
emnid,2018-07-07,AfD,0.17
emnid,2018-06-30,CDU/CSU,0.32
emnid,2018-06-30,SPD,0.19
emnid,2018-06-30,GRÜNE,0.12
emnid,2018-06-30,FDP,0.09
emnid,2018-06-30,PDS,NA
emnid,2018-06-30,Rechte,NA
emnid,2018-06-30,Sonstige,0.05
emnid,2018-06-30,Linke.PDS,NA
emnid,2018-06-30,LINKE,0.09
emnid,2018-06-30,PIRATEN,NA
emnid,2018-06-30,AfD,0.14
emnid,2018-06-23,CDU/CSU,0.31
emnid,2018-06-23,SPD,0.18
emnid,2018-06-23,GRÜNE,0.12
emnid,2018-06-23,FDP,0.09
emnid,2018-06-23,PDS,NA
emnid,2018-06-23,Rechte,NA
emnid,2018-06-23,Sonstige,0.04
emnid,2018-06-23,Linke.PDS,NA
emnid,2018-06-23,LINKE,0.1
emnid,2018-06-23,PIRATEN,NA
emnid,2018-06-23,AfD,0.16
emnid,2018-06-16,CDU/CSU,0.33
emnid,2018-06-16,SPD,0.18
emnid,2018-06-16,GRÜNE,0.11
emnid,2018-06-16,FDP,0.08
emnid,2018-06-16,PDS,NA
emnid,2018-06-16,Rechte,NA
emnid,2018-06-16,Sonstige,0.04
emnid,2018-06-16,Linke.PDS,NA
emnid,2018-06-16,LINKE,0.11
emnid,2018-06-16,PIRATEN,NA
emnid,2018-06-16,AfD,0.15
emnid,2018-06-09,CDU/CSU,0.32
emnid,2018-06-09,SPD,0.19
emnid,2018-06-09,GRÜNE,0.12
emnid,2018-06-09,FDP,0.08
emnid,2018-06-09,PDS,NA
emnid,2018-06-09,Rechte,NA
emnid,2018-06-09,Sonstige,0.04
emnid,2018-06-09,Linke.PDS,NA
emnid,2018-06-09,LINKE,0.11
emnid,2018-06-09,PIRATEN,NA
emnid,2018-06-09,AfD,0.14
emnid,2018-06-02,CDU/CSU,0.32
emnid,2018-06-02,SPD,0.18
emnid,2018-06-02,GRÜNE,0.13
emnid,2018-06-02,FDP,0.07
emnid,2018-06-02,PDS,NA
emnid,2018-06-02,Rechte,NA
emnid,2018-06-02,Sonstige,0.04
emnid,2018-06-02,Linke.PDS,NA
emnid,2018-06-02,LINKE,0.11
emnid,2018-06-02,PIRATEN,NA
emnid,2018-06-02,AfD,0.15
emnid,2018-05-26,CDU/CSU,0.33
emnid,2018-05-26,SPD,0.17
emnid,2018-05-26,GRÜNE,0.13
emnid,2018-05-26,FDP,0.08
emnid,2018-05-26,PDS,NA
emnid,2018-05-26,Rechte,NA
emnid,2018-05-26,Sonstige,0.04
emnid,2018-05-26,Linke.PDS,NA
emnid,2018-05-26,LINKE,0.11
emnid,2018-05-26,PIRATEN,NA
emnid,2018-05-26,AfD,0.14
emnid,2018-05-19,CDU/CSU,0.33
emnid,2018-05-19,SPD,0.17
emnid,2018-05-19,GRÜNE,0.13
emnid,2018-05-19,FDP,0.09
emnid,2018-05-19,PDS,NA
emnid,2018-05-19,Rechte,NA
emnid,2018-05-19,Sonstige,0.04
emnid,2018-05-19,Linke.PDS,NA
emnid,2018-05-19,LINKE,0.1
emnid,2018-05-19,PIRATEN,NA
emnid,2018-05-19,AfD,0.14
emnid,2018-05-12,CDU/CSU,0.33
emnid,2018-05-12,SPD,0.17
emnid,2018-05-12,GRÜNE,0.12
emnid,2018-05-12,FDP,0.09
emnid,2018-05-12,PDS,NA
emnid,2018-05-12,Rechte,NA
emnid,2018-05-12,Sonstige,0.05
emnid,2018-05-12,Linke.PDS,NA
emnid,2018-05-12,LINKE,0.1
emnid,2018-05-12,PIRATEN,NA
emnid,2018-05-12,AfD,0.14
emnid,2018-05-05,CDU/CSU,0.34
emnid,2018-05-05,SPD,0.17
emnid,2018-05-05,GRÜNE,0.12
emnid,2018-05-05,FDP,0.08
emnid,2018-05-05,PDS,NA
emnid,2018-05-05,Rechte,NA
emnid,2018-05-05,Sonstige,0.05
emnid,2018-05-05,Linke.PDS,NA
emnid,2018-05-05,LINKE,0.1
emnid,2018-05-05,PIRATEN,NA
emnid,2018-05-05,AfD,0.14
emnid,2018-04-28,CDU/CSU,0.32
emnid,2018-04-28,SPD,0.18
emnid,2018-04-28,GRÜNE,0.12
emnid,2018-04-28,FDP,0.09
emnid,2018-04-28,PDS,NA
emnid,2018-04-28,Rechte,NA
emnid,2018-04-28,Sonstige,0.04
emnid,2018-04-28,Linke.PDS,NA
emnid,2018-04-28,LINKE,0.11
emnid,2018-04-28,PIRATEN,NA
emnid,2018-04-28,AfD,0.14
emnid,2018-04-21,CDU/CSU,0.33
emnid,2018-04-21,SPD,0.18
emnid,2018-04-21,GRÜNE,0.12
emnid,2018-04-21,FDP,0.09
emnid,2018-04-21,PDS,NA
emnid,2018-04-21,Rechte,NA
emnid,2018-04-21,Sonstige,0.04
emnid,2018-04-21,Linke.PDS,NA
emnid,2018-04-21,LINKE,0.11
emnid,2018-04-21,PIRATEN,NA
emnid,2018-04-21,AfD,0.13
emnid,2018-04-14,CDU/CSU,0.33
emnid,2018-04-14,SPD,0.18
emnid,2018-04-14,GRÜNE,0.11
emnid,2018-04-14,FDP,0.09
emnid,2018-04-14,PDS,NA
emnid,2018-04-14,Rechte,NA
emnid,2018-04-14,Sonstige,0.04
emnid,2018-04-14,Linke.PDS,NA
emnid,2018-04-14,LINKE,0.11
emnid,2018-04-14,PIRATEN,NA
emnid,2018-04-14,AfD,0.14
emnid,2018-04-07,CDU/CSU,0.34
emnid,2018-04-07,SPD,0.17
emnid,2018-04-07,GRÜNE,0.12
emnid,2018-04-07,FDP,0.08
emnid,2018-04-07,PDS,NA
emnid,2018-04-07,Rechte,NA
emnid,2018-04-07,Sonstige,0.05
emnid,2018-04-07,Linke.PDS,NA
emnid,2018-04-07,LINKE,0.11
emnid,2018-04-07,PIRATEN,NA
emnid,2018-04-07,AfD,0.13
emnid,2018-03-31,CDU/CSU,0.34
emnid,2018-03-31,SPD,0.18
emnid,2018-03-31,GRÜNE,0.12
emnid,2018-03-31,FDP,0.08
emnid,2018-03-31,PDS,NA
emnid,2018-03-31,Rechte,NA
emnid,2018-03-31,Sonstige,0.05
emnid,2018-03-31,Linke.PDS,NA
emnid,2018-03-31,LINKE,0.11
emnid,2018-03-31,PIRATEN,NA
emnid,2018-03-31,AfD,0.12
emnid,2018-03-24,CDU/CSU,0.34
emnid,2018-03-24,SPD,0.18
emnid,2018-03-24,GRÜNE,0.12
emnid,2018-03-24,FDP,0.09
emnid,2018-03-24,PDS,NA
emnid,2018-03-24,Rechte,NA
emnid,2018-03-24,Sonstige,0.04
emnid,2018-03-24,Linke.PDS,NA
emnid,2018-03-24,LINKE,0.1
emnid,2018-03-24,PIRATEN,NA
emnid,2018-03-24,AfD,0.13
emnid,2018-03-17,CDU/CSU,0.33
emnid,2018-03-17,SPD,0.19
emnid,2018-03-17,GRÜNE,0.11
emnid,2018-03-17,FDP,0.09
emnid,2018-03-17,PDS,NA
emnid,2018-03-17,Rechte,NA
emnid,2018-03-17,Sonstige,0.04
emnid,2018-03-17,Linke.PDS,NA
emnid,2018-03-17,LINKE,0.1
emnid,2018-03-17,PIRATEN,NA
emnid,2018-03-17,AfD,0.14
emnid,2018-03-10,CDU/CSU,0.33
emnid,2018-03-10,SPD,0.19
emnid,2018-03-10,GRÜNE,0.12
emnid,2018-03-10,FDP,0.08
emnid,2018-03-10,PDS,NA
emnid,2018-03-10,Rechte,NA
emnid,2018-03-10,Sonstige,0.05
emnid,2018-03-10,Linke.PDS,NA
emnid,2018-03-10,LINKE,0.1
emnid,2018-03-10,PIRATEN,NA
emnid,2018-03-10,AfD,0.13
emnid,2018-03-03,CDU/CSU,0.33
emnid,2018-03-03,SPD,0.16
emnid,2018-03-03,GRÜNE,0.12
emnid,2018-03-03,FDP,0.09
emnid,2018-03-03,PDS,NA
emnid,2018-03-03,Rechte,NA
emnid,2018-03-03,Sonstige,0.04
emnid,2018-03-03,Linke.PDS,NA
emnid,2018-03-03,LINKE,0.11
emnid,2018-03-03,PIRATEN,NA
emnid,2018-03-03,AfD,0.15
emnid,2018-02-24,CDU/CSU,0.33
emnid,2018-02-24,SPD,0.17
emnid,2018-02-24,GRÜNE,0.11
emnid,2018-02-24,FDP,0.1
emnid,2018-02-24,PDS,NA
emnid,2018-02-24,Rechte,NA
emnid,2018-02-24,Sonstige,0.03
emnid,2018-02-24,Linke.PDS,NA
emnid,2018-02-24,LINKE,0.11
emnid,2018-02-24,PIRATEN,NA
emnid,2018-02-24,AfD,0.15
emnid,2018-02-17,CDU/CSU,0.33
emnid,2018-02-17,SPD,0.19
emnid,2018-02-17,GRÜNE,0.11
emnid,2018-02-17,FDP,0.09
emnid,2018-02-17,PDS,NA
emnid,2018-02-17,Rechte,NA
emnid,2018-02-17,Sonstige,0.04
emnid,2018-02-17,Linke.PDS,NA
emnid,2018-02-17,LINKE,0.1
emnid,2018-02-17,PIRATEN,NA
emnid,2018-02-17,AfD,0.14
emnid,2018-02-10,CDU/CSU,0.34
emnid,2018-02-10,SPD,0.2
emnid,2018-02-10,GRÜNE,0.11
emnid,2018-02-10,FDP,0.09
emnid,2018-02-10,PDS,NA
emnid,2018-02-10,Rechte,NA
emnid,2018-02-10,Sonstige,0.05
emnid,2018-02-10,Linke.PDS,NA
emnid,2018-02-10,LINKE,0.09
emnid,2018-02-10,PIRATEN,NA
emnid,2018-02-10,AfD,0.12
emnid,2018-02-03,CDU/CSU,0.33
emnid,2018-02-03,SPD,0.2
emnid,2018-02-03,GRÜNE,0.11
emnid,2018-02-03,FDP,0.09
emnid,2018-02-03,PDS,NA
emnid,2018-02-03,Rechte,NA
emnid,2018-02-03,Sonstige,0.04
emnid,2018-02-03,Linke.PDS,NA
emnid,2018-02-03,LINKE,0.1
emnid,2018-02-03,PIRATEN,NA
emnid,2018-02-03,AfD,0.13
emnid,2018-01-27,CDU/CSU,0.34
emnid,2018-01-27,SPD,0.2
emnid,2018-01-27,GRÜNE,0.11
emnid,2018-01-27,FDP,0.08
emnid,2018-01-27,PDS,NA
emnid,2018-01-27,Rechte,NA
emnid,2018-01-27,Sonstige,0.05
emnid,2018-01-27,Linke.PDS,NA
emnid,2018-01-27,LINKE,0.1
emnid,2018-01-27,PIRATEN,NA
emnid,2018-01-27,AfD,0.12
emnid,2018-01-20,CDU/CSU,0.33
emnid,2018-01-20,SPD,0.21
emnid,2018-01-20,GRÜNE,0.1
emnid,2018-01-20,FDP,0.08
emnid,2018-01-20,PDS,NA
emnid,2018-01-20,Rechte,NA
emnid,2018-01-20,Sonstige,0.05
emnid,2018-01-20,Linke.PDS,NA
emnid,2018-01-20,LINKE,0.1
emnid,2018-01-20,PIRATEN,NA
emnid,2018-01-20,AfD,0.13
emnid,2018-01-13,CDU/CSU,0.34
emnid,2018-01-13,SPD,0.21
emnid,2018-01-13,GRÜNE,0.11
emnid,2018-01-13,FDP,0.08
emnid,2018-01-13,PDS,NA
emnid,2018-01-13,Rechte,NA
emnid,2018-01-13,Sonstige,0.04
emnid,2018-01-13,Linke.PDS,NA
emnid,2018-01-13,LINKE,0.09
emnid,2018-01-13,PIRATEN,NA
emnid,2018-01-13,AfD,0.13
emnid,2018-01-06,CDU/CSU,0.33
emnid,2018-01-06,SPD,0.2
emnid,2018-01-06,GRÜNE,0.12
emnid,2018-01-06,FDP,0.09
emnid,2018-01-06,PDS,NA
emnid,2018-01-06,Rechte,NA
emnid,2018-01-06,Sonstige,0.05
emnid,2018-01-06,Linke.PDS,NA
emnid,2018-01-06,LINKE,0.09
emnid,2018-01-06,PIRATEN,NA
emnid,2018-01-06,AfD,0.12
emnid,2017-12-23,CDU/CSU,0.33
emnid,2017-12-23,SPD,0.21
emnid,2017-12-23,GRÜNE,0.11
emnid,2017-12-23,FDP,0.08
emnid,2017-12-23,PDS,NA
emnid,2017-12-23,Rechte,NA
emnid,2017-12-23,Sonstige,0.05
emnid,2017-12-23,Linke.PDS,NA
emnid,2017-12-23,LINKE,0.1
emnid,2017-12-23,PIRATEN,NA
emnid,2017-12-23,AfD,0.12
emnid,2017-12-16,CDU/CSU,0.32
emnid,2017-12-16,SPD,0.22
emnid,2017-12-16,GRÜNE,0.11
emnid,2017-12-16,FDP,0.08
emnid,2017-12-16,PDS,NA
emnid,2017-12-16,Rechte,NA
emnid,2017-12-16,Sonstige,0.05
emnid,2017-12-16,Linke.PDS,NA
emnid,2017-12-16,LINKE,0.09
emnid,2017-12-16,PIRATEN,NA
emnid,2017-12-16,AfD,0.13
emnid,2017-12-09,CDU/CSU,0.33
emnid,2017-12-09,SPD,0.21
emnid,2017-12-09,GRÜNE,0.11
emnid,2017-12-09,FDP,0.09
emnid,2017-12-09,PDS,NA
emnid,2017-12-09,Rechte,NA
emnid,2017-12-09,Sonstige,0.04
emnid,2017-12-09,Linke.PDS,NA
emnid,2017-12-09,LINKE,0.1
emnid,2017-12-09,PIRATEN,NA
emnid,2017-12-09,AfD,0.12
emnid,2017-12-02,CDU/CSU,0.33
emnid,2017-12-02,SPD,0.21
emnid,2017-12-02,GRÜNE,0.1
emnid,2017-12-02,FDP,0.09
emnid,2017-12-02,PDS,NA
emnid,2017-12-02,Rechte,NA
emnid,2017-12-02,Sonstige,0.05
emnid,2017-12-02,Linke.PDS,NA
emnid,2017-12-02,LINKE,0.1
emnid,2017-12-02,PIRATEN,NA
emnid,2017-12-02,AfD,0.12
emnid,2017-11-25,CDU/CSU,0.33
emnid,2017-11-25,SPD,0.22
emnid,2017-11-25,GRÜNE,0.1
emnid,2017-11-25,FDP,0.09
emnid,2017-11-25,PDS,NA
emnid,2017-11-25,Rechte,NA
emnid,2017-11-25,Sonstige,0.05
emnid,2017-11-25,Linke.PDS,NA
emnid,2017-11-25,LINKE,0.1
emnid,2017-11-25,PIRATEN,NA
emnid,2017-11-25,AfD,0.11
emnid,2017-11-18,CDU/CSU,0.31
emnid,2017-11-18,SPD,0.21
emnid,2017-11-18,GRÜNE,0.11
emnid,2017-11-18,FDP,0.1
emnid,2017-11-18,PDS,NA
emnid,2017-11-18,Rechte,NA
emnid,2017-11-18,Sonstige,0.05
emnid,2017-11-18,Linke.PDS,NA
emnid,2017-11-18,LINKE,0.09
emnid,2017-11-18,PIRATEN,NA
emnid,2017-11-18,AfD,0.13
emnid,2017-11-11,CDU/CSU,0.3
emnid,2017-11-11,SPD,0.22
emnid,2017-11-11,GRÜNE,0.1
emnid,2017-11-11,FDP,0.11
emnid,2017-11-11,PDS,NA
emnid,2017-11-11,Rechte,NA
emnid,2017-11-11,Sonstige,0.04
emnid,2017-11-11,Linke.PDS,NA
emnid,2017-11-11,LINKE,0.1
emnid,2017-11-11,PIRATEN,NA
emnid,2017-11-11,AfD,0.13
emnid,2017-11-04,CDU/CSU,0.31
emnid,2017-11-04,SPD,0.21
emnid,2017-11-04,GRÜNE,0.11
emnid,2017-11-04,FDP,0.1
emnid,2017-11-04,PDS,NA
emnid,2017-11-04,Rechte,NA
emnid,2017-11-04,Sonstige,0.05
emnid,2017-11-04,Linke.PDS,NA
emnid,2017-11-04,LINKE,0.1
emnid,2017-11-04,PIRATEN,NA
emnid,2017-11-04,AfD,0.12
emnid,2017-10-28,CDU/CSU,0.31
emnid,2017-10-28,SPD,0.22
emnid,2017-10-28,GRÜNE,0.1
emnid,2017-10-28,FDP,0.11
emnid,2017-10-28,PDS,NA
emnid,2017-10-28,Rechte,NA
emnid,2017-10-28,Sonstige,0.05
emnid,2017-10-28,Linke.PDS,NA
emnid,2017-10-28,LINKE,0.09
emnid,2017-10-28,PIRATEN,NA
emnid,2017-10-28,AfD,0.12
emnid,2017-10-21,CDU/CSU,0.32
emnid,2017-10-21,SPD,0.21
emnid,2017-10-21,GRÜNE,0.1
emnid,2017-10-21,FDP,0.11
emnid,2017-10-21,PDS,NA
emnid,2017-10-21,Rechte,NA
emnid,2017-10-21,Sonstige,0.05
emnid,2017-10-21,Linke.PDS,NA
emnid,2017-10-21,LINKE,0.09
emnid,2017-10-21,PIRATEN,NA
emnid,2017-10-21,AfD,0.12
emnid,2017-10-14,CDU/CSU,0.31
emnid,2017-10-14,SPD,0.21
emnid,2017-10-14,GRÜNE,0.1
emnid,2017-10-14,FDP,0.11
emnid,2017-10-14,PDS,NA
emnid,2017-10-14,Rechte,NA
emnid,2017-10-14,Sonstige,0.05
emnid,2017-10-14,Linke.PDS,NA
emnid,2017-10-14,LINKE,0.1
emnid,2017-10-14,PIRATEN,NA
emnid,2017-10-14,AfD,0.12
emnid,2017-10-07,CDU/CSU,0.32
emnid,2017-10-07,SPD,0.22
emnid,2017-10-07,GRÜNE,0.09
emnid,2017-10-07,FDP,0.1
emnid,2017-10-07,PDS,NA
emnid,2017-10-07,Rechte,NA
emnid,2017-10-07,Sonstige,0.05
emnid,2017-10-07,Linke.PDS,NA
emnid,2017-10-07,LINKE,0.1
emnid,2017-10-07,PIRATEN,NA
emnid,2017-10-07,AfD,0.12
emnid,2017-09-30,CDU/CSU,0.33
emnid,2017-09-30,SPD,0.21
emnid,2017-09-30,GRÜNE,0.1
emnid,2017-09-30,FDP,0.11
emnid,2017-09-30,PDS,NA
emnid,2017-09-30,Rechte,NA
emnid,2017-09-30,Sonstige,0.03
emnid,2017-09-30,Linke.PDS,NA
emnid,2017-09-30,LINKE,0.1
emnid,2017-09-30,PIRATEN,NA
emnid,2017-09-30,AfD,0.12
emnid,2017-09-24,CDU/CSU,0.329
emnid,2017-09-24,SPD,0.205
emnid,2017-09-24,GRÜNE,0.089
emnid,2017-09-24,FDP,0.10700000000000001
emnid,2017-09-24,PDS,NA
emnid,2017-09-24,Rechte,NA
emnid,2017-09-24,Sonstige,0.05
emnid,2017-09-24,Linke.PDS,NA
emnid,2017-09-24,LINKE,0.092
emnid,2017-09-24,PIRATEN,NA
emnid,2017-09-24,AfD,0.126
emnid,2017-09-22,CDU/CSU,0.35
emnid,2017-09-22,SPD,0.22
emnid,2017-09-22,GRÜNE,0.08
emnid,2017-09-22,FDP,0.09
emnid,2017-09-22,PDS,NA
emnid,2017-09-22,Rechte,NA
emnid,2017-09-22,Sonstige,0.05
emnid,2017-09-22,Linke.PDS,NA
emnid,2017-09-22,LINKE,0.1
emnid,2017-09-22,PIRATEN,NA
emnid,2017-09-22,AfD,0.11
emnid,2017-09-16,CDU/CSU,0.36
emnid,2017-09-16,SPD,0.22
emnid,2017-09-16,GRÜNE,0.08
emnid,2017-09-16,FDP,0.09
emnid,2017-09-16,PDS,NA
emnid,2017-09-16,Rechte,NA
emnid,2017-09-16,Sonstige,0.04
emnid,2017-09-16,Linke.PDS,NA
emnid,2017-09-16,LINKE,0.1
emnid,2017-09-16,PIRATEN,NA
emnid,2017-09-16,AfD,0.11
emnid,2017-09-09,CDU/CSU,0.37
emnid,2017-09-09,SPD,0.24
emnid,2017-09-09,GRÜNE,0.08
emnid,2017-09-09,FDP,0.08
emnid,2017-09-09,PDS,NA
emnid,2017-09-09,Rechte,NA
emnid,2017-09-09,Sonstige,0.05
emnid,2017-09-09,Linke.PDS,NA
emnid,2017-09-09,LINKE,0.09
emnid,2017-09-09,PIRATEN,NA
emnid,2017-09-09,AfD,0.09
emnid,2017-09-02,CDU/CSU,0.38
emnid,2017-09-02,SPD,0.24
emnid,2017-09-02,GRÜNE,0.08
emnid,2017-09-02,FDP,0.08
emnid,2017-09-02,PDS,NA
emnid,2017-09-02,Rechte,NA
emnid,2017-09-02,Sonstige,0.05
emnid,2017-09-02,Linke.PDS,NA
emnid,2017-09-02,LINKE,0.09
emnid,2017-09-02,PIRATEN,NA
emnid,2017-09-02,AfD,0.08
emnid,2017-08-26,CDU/CSU,0.38
emnid,2017-08-26,SPD,0.23
emnid,2017-08-26,GRÜNE,0.07
emnid,2017-08-26,FDP,0.09
emnid,2017-08-26,PDS,NA
emnid,2017-08-26,Rechte,NA
emnid,2017-08-26,Sonstige,0.06
emnid,2017-08-26,Linke.PDS,NA
emnid,2017-08-26,LINKE,0.09
emnid,2017-08-26,PIRATEN,NA
emnid,2017-08-26,AfD,0.08
emnid,2017-08-19,CDU/CSU,0.39
emnid,2017-08-19,SPD,0.24
emnid,2017-08-19,GRÜNE,0.08
emnid,2017-08-19,FDP,0.08
emnid,2017-08-19,PDS,NA
emnid,2017-08-19,Rechte,NA
emnid,2017-08-19,Sonstige,0.05
emnid,2017-08-19,Linke.PDS,NA
emnid,2017-08-19,LINKE,0.09
emnid,2017-08-19,PIRATEN,NA
emnid,2017-08-19,AfD,0.07
emnid,2017-08-12,CDU/CSU,0.38
emnid,2017-08-12,SPD,0.24
emnid,2017-08-12,GRÜNE,0.07
emnid,2017-08-12,FDP,0.08
emnid,2017-08-12,PDS,NA
emnid,2017-08-12,Rechte,NA
emnid,2017-08-12,Sonstige,0.05
emnid,2017-08-12,Linke.PDS,NA
emnid,2017-08-12,LINKE,0.1
emnid,2017-08-12,PIRATEN,NA
emnid,2017-08-12,AfD,0.08
emnid,2017-08-05,CDU/CSU,0.38
emnid,2017-08-05,SPD,0.23
emnid,2017-08-05,GRÜNE,0.08
emnid,2017-08-05,FDP,0.08
emnid,2017-08-05,PDS,NA
emnid,2017-08-05,Rechte,NA
emnid,2017-08-05,Sonstige,0.05
emnid,2017-08-05,Linke.PDS,NA
emnid,2017-08-05,LINKE,0.1
emnid,2017-08-05,PIRATEN,NA
emnid,2017-08-05,AfD,0.08
emnid,2017-07-29,CDU/CSU,0.38
emnid,2017-07-29,SPD,0.24
emnid,2017-07-29,GRÜNE,0.08
emnid,2017-07-29,FDP,0.08
emnid,2017-07-29,PDS,NA
emnid,2017-07-29,Rechte,NA
emnid,2017-07-29,Sonstige,0.04
emnid,2017-07-29,Linke.PDS,NA
emnid,2017-07-29,LINKE,0.09
emnid,2017-07-29,PIRATEN,NA
emnid,2017-07-29,AfD,0.09
emnid,2017-07-22,CDU/CSU,0.38
emnid,2017-07-22,SPD,0.25
emnid,2017-07-22,GRÜNE,0.08
emnid,2017-07-22,FDP,0.08
emnid,2017-07-22,PDS,NA
emnid,2017-07-22,Rechte,NA
emnid,2017-07-22,Sonstige,0.04
emnid,2017-07-22,Linke.PDS,NA
emnid,2017-07-22,LINKE,0.09
emnid,2017-07-22,PIRATEN,NA
emnid,2017-07-22,AfD,0.08
emnid,2017-07-15,CDU/CSU,0.38
emnid,2017-07-15,SPD,0.25
emnid,2017-07-15,GRÜNE,0.08
emnid,2017-07-15,FDP,0.07
emnid,2017-07-15,PDS,NA
emnid,2017-07-15,Rechte,NA
emnid,2017-07-15,Sonstige,0.05
emnid,2017-07-15,Linke.PDS,NA
emnid,2017-07-15,LINKE,0.09
emnid,2017-07-15,PIRATEN,NA
emnid,2017-07-15,AfD,0.08
emnid,2017-07-08,CDU/CSU,0.38
emnid,2017-07-08,SPD,0.25
emnid,2017-07-08,GRÜNE,0.08
emnid,2017-07-08,FDP,0.08
emnid,2017-07-08,PDS,NA
emnid,2017-07-08,Rechte,NA
emnid,2017-07-08,Sonstige,0.05
emnid,2017-07-08,Linke.PDS,NA
emnid,2017-07-08,LINKE,0.09
emnid,2017-07-08,PIRATEN,NA
emnid,2017-07-08,AfD,0.07
emnid,2017-07-01,CDU/CSU,0.39
emnid,2017-07-01,SPD,0.24
emnid,2017-07-01,GRÜNE,0.08
emnid,2017-07-01,FDP,0.08
emnid,2017-07-01,PDS,NA
emnid,2017-07-01,Rechte,NA
emnid,2017-07-01,Sonstige,0.05
emnid,2017-07-01,Linke.PDS,NA
emnid,2017-07-01,LINKE,0.09
emnid,2017-07-01,PIRATEN,NA
emnid,2017-07-01,AfD,0.07
emnid,2017-06-24,CDU/CSU,0.39
emnid,2017-06-24,SPD,0.24
emnid,2017-06-24,GRÜNE,0.08
emnid,2017-06-24,FDP,0.07
emnid,2017-06-24,PDS,NA
emnid,2017-06-24,Rechte,NA
emnid,2017-06-24,Sonstige,0.05
emnid,2017-06-24,Linke.PDS,NA
emnid,2017-06-24,LINKE,0.09
emnid,2017-06-24,PIRATEN,NA
emnid,2017-06-24,AfD,0.08
emnid,2017-06-17,CDU/CSU,0.39
emnid,2017-06-17,SPD,0.25
emnid,2017-06-17,GRÜNE,0.07
emnid,2017-06-17,FDP,0.07
emnid,2017-06-17,PDS,NA
emnid,2017-06-17,Rechte,NA
emnid,2017-06-17,Sonstige,0.05
emnid,2017-06-17,Linke.PDS,NA
emnid,2017-06-17,LINKE,0.09
emnid,2017-06-17,PIRATEN,NA
emnid,2017-06-17,AfD,0.08
emnid,2017-06-10,CDU/CSU,0.39
emnid,2017-06-10,SPD,0.25
emnid,2017-06-10,GRÜNE,0.08
emnid,2017-06-10,FDP,0.07
emnid,2017-06-10,PDS,NA
emnid,2017-06-10,Rechte,NA
emnid,2017-06-10,Sonstige,0.04
emnid,2017-06-10,Linke.PDS,NA
emnid,2017-06-10,LINKE,0.09
emnid,2017-06-10,PIRATEN,NA
emnid,2017-06-10,AfD,0.08
emnid,2017-06-03,CDU/CSU,0.38
emnid,2017-06-03,SPD,0.27
emnid,2017-06-03,GRÜNE,0.07
emnid,2017-06-03,FDP,0.07
emnid,2017-06-03,PDS,NA
emnid,2017-06-03,Rechte,NA
emnid,2017-06-03,Sonstige,0.05
emnid,2017-06-03,Linke.PDS,NA
emnid,2017-06-03,LINKE,0.08
emnid,2017-06-03,PIRATEN,NA
emnid,2017-06-03,AfD,0.08
emnid,2017-05-27,CDU/CSU,0.38
emnid,2017-05-27,SPD,0.25
emnid,2017-05-27,GRÜNE,0.08
emnid,2017-05-27,FDP,0.08
emnid,2017-05-27,PDS,NA
emnid,2017-05-27,Rechte,NA
emnid,2017-05-27,Sonstige,0.05
emnid,2017-05-27,Linke.PDS,NA
emnid,2017-05-27,LINKE,0.08
emnid,2017-05-27,PIRATEN,NA
emnid,2017-05-27,AfD,0.08
emnid,2017-05-20,CDU/CSU,0.38
emnid,2017-05-20,SPD,0.26
emnid,2017-05-20,GRÜNE,0.07
emnid,2017-05-20,FDP,0.07
emnid,2017-05-20,PDS,NA
emnid,2017-05-20,Rechte,NA
emnid,2017-05-20,Sonstige,0.05
emnid,2017-05-20,Linke.PDS,NA
emnid,2017-05-20,LINKE,0.09
emnid,2017-05-20,PIRATEN,NA
emnid,2017-05-20,AfD,0.08
emnid,2017-05-13,CDU/CSU,0.37
emnid,2017-05-13,SPD,0.27
emnid,2017-05-13,GRÜNE,0.08
emnid,2017-05-13,FDP,0.06
emnid,2017-05-13,PDS,NA
emnid,2017-05-13,Rechte,NA
emnid,2017-05-13,Sonstige,0.04
emnid,2017-05-13,Linke.PDS,NA
emnid,2017-05-13,LINKE,0.1
emnid,2017-05-13,PIRATEN,NA
emnid,2017-05-13,AfD,0.08
emnid,2017-05-06,CDU/CSU,0.36
emnid,2017-05-06,SPD,0.28
emnid,2017-05-06,GRÜNE,0.07
emnid,2017-05-06,FDP,0.06
emnid,2017-05-06,PDS,NA
emnid,2017-05-06,Rechte,NA
emnid,2017-05-06,Sonstige,0.05
emnid,2017-05-06,Linke.PDS,NA
emnid,2017-05-06,LINKE,0.09
emnid,2017-05-06,PIRATEN,NA
emnid,2017-05-06,AfD,0.09
emnid,2017-04-29,CDU/CSU,0.36
emnid,2017-04-29,SPD,0.29
emnid,2017-04-29,GRÜNE,0.07
emnid,2017-04-29,FDP,0.06
emnid,2017-04-29,PDS,NA
emnid,2017-04-29,Rechte,NA
emnid,2017-04-29,Sonstige,0.04
emnid,2017-04-29,Linke.PDS,NA
emnid,2017-04-29,LINKE,0.09
emnid,2017-04-29,PIRATEN,NA
emnid,2017-04-29,AfD,0.09
emnid,2017-04-22,CDU/CSU,0.36
emnid,2017-04-22,SPD,0.31
